term,beverage_type,category,job_id,item_id,row_index,source_id,status,attempt_count,last_error,result_json,reported_at,completed_at
Roastery,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Roastery,239,Roastery,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:53+00:00
Roast,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Roast,240,Roast,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:53+00:00
Maillard,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Maillard,241,Maillard,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:54+00:00
Caramelization,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Caramelization,242,Caramelization,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:49:54+00:00
Development,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Development,243,Development,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:03+00:00
Degassing,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Degassing,244,Degassing,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:05+00:00
Refractometer,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Refractometer,245,Refractometer,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:04+00:00
Dose,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Dose,246,Dose,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:13+00:00
Yield,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Yield,247,Yield,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:14+00:00
Espresso,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Espresso,248,Espresso,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:14+00:00
Ristretto,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Ristretto,249,Ristretto,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:23+00:00
Lungo,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Lungo,250,Lungo,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:23+00:00
Americano,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Americano,251,Americano,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:24+00:00
Cappuccino,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Cappuccino,252,Cappuccino,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:33+00:00
Macchiato,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Macchiato,253,Macchiato,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:34+00:00
Cortado,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Cortado,254,Cortado,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:35+00:00
Dripper,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Dripper,255,Dripper,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:35+00:00
Chemex,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Chemex,256,Chemex,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:35+00:00
Kalita,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Kalita,257,Kalita,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:36+00:00
Aeropress,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Aeropress,258,Aeropress,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:36+00:00
Frenchpress,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Frenchpress,259,Frenchpress,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:37+00:00
Siphon,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Siphon,260,Siphon,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:38+00:00
Turkish,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Turkish,261,Turkish,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:38+00:00
Portafilter,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Portafilter,262,Portafilter,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:39+00:00
Tamper,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Tamper,263,Tamper,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:39+00:00
Grouphead,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Grouphead,264,Grouphead,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:40+00:00
Backflush,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Backflush,265,Backflush,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:41+00:00
Channeling,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Channeling,266,Channeling,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:41+00:00
Crema,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Crema,267,Crema,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:42+00:00
Aftertaste,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Aftertaste,268,Aftertaste,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:44+00:00
Sweetness,coffee,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Sweetness,269,Sweetness,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:44+00:00
Fragrance,coffee,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Fragrance,270,Fragrance,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:44+00:00
Cupping,coffee,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Cupping,271,Cupping,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:46+00:00
Cupper,coffee,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Cupper,272,Cupper,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:46+00:00
Assam,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Assam,273,Assam,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:46+00:00
Darjeeling,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Darjeeling,274,Darjeeling,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:48+00:00
Ceylon,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Ceylon,275,Ceylon,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:48+00:00
Nilgiri,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Nilgiri,276,Nilgiri,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:48+00:00
Yunnan,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Yunnan,277,Yunnan,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:49+00:00
Anji,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Anji,278,Anji,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:50+00:00
Longjing,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Longjing,279,Longjing,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:50+00:00
Biluochun,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Biluochun,280,Biluochun,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:51+00:00
Tieguanyin,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Tieguanyin,281,Tieguanyin,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:52+00:00
Dahongpao,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Dahongpao,282,Dahongpao,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:50:52+00:00
Wuyi,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Wuyi,283,Wuyi,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:02+00:00
Lapsang,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Lapsang,284,Lapsang,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:02+00:00
Keemun,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Keemun,285,Keemun,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:02+00:00
Dianhong,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Dianhong,286,Dianhong,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:12+00:00
Sencha,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Sencha,287,Sencha,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:12+00:00
Gyokuro,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Gyokuro,288,Gyokuro,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:13+00:00
Kabusecha,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Kabusecha,289,Kabusecha,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:22+00:00
Bancha,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Bancha,290,Bancha,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:23+00:00
Hojicha,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Hojicha,291,Hojicha,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:23+00:00
Kukicha,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Kukicha,292,Kukicha,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:32+00:00
Genmaicha,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Genmaicha,293,Genmaicha,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:33+00:00
Matcha,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Matcha,294,Matcha,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:34+00:00
Tencha,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Tencha,295,Tencha,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:34+00:00
Tamaryokucha,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Tamaryokucha,296,Tamaryokucha,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:35+00:00
Shincha,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Shincha,297,Shincha,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:35+00:00
Puerh,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Puerh,298,Puerh,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:36+00:00
Sheng,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Sheng,299,Sheng,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:37+00:00
Shou,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Shou,300,Shou,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:37+00:00
Gaba,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Gaba,301,Gaba,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:39+00:00
Baozhong,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Baozhong,302,Baozhong,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:40+00:00
Jasmine,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Jasmine,303,Jasmine,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:39+00:00
Osmanthus,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Osmanthus,304,Osmanthus,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:41+00:00
Baihao,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Baihao,305,Baihao,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:41+00:00
Baimudan,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Baimudan,306,Baimudan,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:42+00:00
Shoumei,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Shoumei,307,Shoumei,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:43+00:00
Yabukita,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Yabukita,308,Yabukita,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:43+00:00
Saemidori,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Saemidori,309,Saemidori,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:44+00:00
Benifuki,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Benifuki,310,Benifuki,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:45+00:00
Cultivar,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Cultivar,311,Cultivar,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:45+00:00
Plucking,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Plucking,312,Plucking,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:46+00:00
Withering,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Withering,313,Withering,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:48+00:00
Rolling,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Rolling,314,Rolling,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:47+00:00
Oxidative,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Oxidative,315,Oxidative,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:48+00:00
Firing,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Firing,316,Firing,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:50+00:00
Steaming,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Steaming,317,Steaming,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:49+00:00
Panfiring,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Panfiring,318,Panfiring,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:50+00:00
Roasting,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Roasting,319,Roasting,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:51+00:00
Compression,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Compression,320,Compression,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:52+00:00
Steeping,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Steeping,321,Steeping,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:52+00:00
Astringent,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Astringent,322,Astringent,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:53+00:00
Briskness,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Briskness,323,Briskness,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:54+00:00
Liquor,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Liquor,324,Liquor,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:51:55+00:00
Tippy,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Tippy,325,Tippy,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:04+00:00
Muscatel,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Muscatel,326,Muscatel,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:04+00:00
Clonal,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Clonal,327,Clonal,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:04+00:00
Terpene,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Terpene,328,Terpene,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:13+00:00
Catechin,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Catechin,329,Catechin,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:14+00:00
Theanine,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Theanine,330,Theanine,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:14+00:00
Polyphenol,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Polyphenol,331,Polyphenol,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:23+00:00
Camellia,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Camellia,332,Camellia,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:24+00:00
Orthodox,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Orthodox,333,Orthodox,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:24+00:00
Ctc,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Ctc,334,Ctc,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:34+00:00
Flush,tea,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Flush,335,Flush,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:36+00:00
Vernal,tea,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Vernal,336,Vernal,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:34+00:00
Monsoonal,tea,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Monsoonal,337,Monsoonal,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:35+00:00
Autumnal,tea,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Autumnal,338,Autumnal,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:37+00:00
Scoby,kombucha,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Scoby,339,Scoby,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:37+00:00
Pellicle,kombucha,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Pellicle,340,Pellicle,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:38+00:00
Acetobacter,kombucha,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Acetobacter,341,Acetobacter,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:39+00:00
Gluconacetobacter,kombucha,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Gluconacetobacter,342,Gluconacetobacter,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:39+00:00
Saccharomyces,kombucha,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Saccharomyces,343,Saccharomyces,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:39+00:00
Brettanomyces,kombucha,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Brettanomyces,344,Brettanomyces,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:40+00:00
Inoculum,kombucha,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Inoculum,345,Inoculum,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:41+00:00
Backslop,kombucha,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Backslop,346,Backslop,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:41+00:00
Acetic,kombucha,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Acetic,347,Acetic,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:42+00:00
Gluconic,kombucha,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Gluconic,348,Gluconic,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:43+00:00
Lactic,kombucha,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Lactic,349,Lactic,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:43+00:00
Malic,kombucha,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Malic,350,Malic,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:44+00:00
Succinic,kombucha,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Succinic,351,Succinic,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:44+00:00
Carbonation,kombucha,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Carbonation,352,Carbonation,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:45+00:00
Effervescence,kombucha,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Effervescence,353,Effervescence,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:46+00:00
Fizz,kombucha,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Fizz,354,Fizz,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:46+00:00
Vinegar,kombucha,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Vinegar,355,Vinegar,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:47+00:00
Tanginess,kombucha,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Tanginess,356,Tanginess,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:47+00:00
Dryness,kombucha,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Dryness,357,Dryness,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:48+00:00
Headspace,kombucha,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Headspace,358,Headspace,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:48+00:00
Biofilm,kombucha,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Biofilm,359,Biofilm,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:49+00:00
Cooling,kombucha,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Cooling,360,Cooling,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:50+00:00
Flavoring,kombucha,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Flavoring,361,Flavoring,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:50+00:00
Secondary,kombucha,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Secondary,362,Secondary,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:51+00:00
Primary,kombucha,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Primary,363,Primary,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:52+00:00
Acidification,kombucha,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Acidification,364,Acidification,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:52+00:00
Sanitation,kombucha,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Sanitation,365,Sanitation,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:52:53+00:00
Contamination,kombucha,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Contamination,366,Contamination,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:05+00:00
Mold,kombucha,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Mold,367,Mold,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:06+00:00
Kahm,kombucha,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Kahm,368,Kahm,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:06+00:00
Culture,kombucha,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Culture,369,Culture,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:14+00:00
Symbiosis,kombucha,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Symbiosis,370,Symbiosis,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:16+00:00
Dilution,kombucha,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Dilution,371,Dilution,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:16+00:00
Sourness,kombucha,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Sourness,372,Sourness,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:24+00:00
Ethanol,kombucha,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Ethanol,373,Ethanol,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:26+00:00
Acetate,kombucha,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Acetate,374,Acetate,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:26+00:00
Cellulose,kombucha,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Cellulose,375,Cellulose,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:35+00:00
Nectar,juice,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Nectar,376,Nectar,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:35+00:00
Concentrate,juice,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Concentrate,377,Concentrate,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:37+00:00
Reconstitution,juice,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Reconstitution,378,Reconstitution,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:36+00:00
Clarifier,juice,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Clarifier,379,Clarifier,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:37+00:00
Pectinase,juice,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Pectinase,380,Pectinase,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:38+00:00
Enzyme,juice,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Enzyme,381,Enzyme,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:39+00:00
Cloudiness,juice,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Cloudiness,382,Cloudiness,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:39+00:00
Pulp,juice,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Pulp,383,Pulp,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:40+00:00
Pressing,juice,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Pressing,384,Pressing,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:40+00:00
Aseptic,juice,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Aseptic,385,Aseptic,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:41+00:00
Sweetener,juice,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Sweetener,386,Sweetener,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:42+00:00
Acidulant,juice,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Acidulant,387,Acidulant,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:42+00:00
Stabilizer,juice,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Stabilizer,388,Stabilizer,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:43+00:00
